external_id,establishment_external_id,title,description,category,original_price_cents,sale_price_cents,stock_total,stock_remaining,publish_day_offset,pickup_day_offset,pickup_start_time,pickup_end_time,dietary_tags,allergens,image_url,status,is_featured,estimated_weight_grams,impact_co2_grams
PACK-0089,EST-018,Sabores veganos del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,vegan,1775,621,8,7,-12,-10,18:30,20:00,vegan|vegetarian,nuts|soy,https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=1000&q=80,expired,false,500,2340
PACK-0090,EST-018,Lote ahorro del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,mixed,1900,760,9,8,-13,-11,19:00,21:00,,gluten|milk|nuts,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&w=1000&q=80,expired,false,625,2520
PACK-0091,EST-019,Pack de pan artesano,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,bakery,900,405,10,9,5,7,19:00,21:00,,gluten|milk|egg,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=1000&q=80,available,false,750,900
PACK-0092,EST-019,Platos listos para disfrutar,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,prepared_food,1025,513,4,3,6,8,18:30,20:00,,gluten|soy,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=1000&q=80,available,true,875,1080
PACK-0093,EST-019,Caja verde de aprovechamiento,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,produce,1150,403,5,0,7,9,19:00,21:00,vegan|vegetarian|gluten_free,,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=1000&q=80,sold_out,false,1000,1260
PACK-0094,EST-019,Desayuno completo,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,breakfast,1275,510,6,5,-17,-15,18:30,20:00,,gluten|milk,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?auto=format&fit=crop&w=1000&q=80,expired,false,1125,1440
PACK-0095,EST-019,Sabores veganos del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,vegan,1400,630,7,6,-18,-16,19:00,21:00,vegan|vegetarian,nuts|soy,https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=1000&q=80,expired,false,1250,1620
PACK-0096,EST-020,Lote ahorro del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,mixed,1525,763,8,7,10,12,19:00,21:00,,gluten|milk|nuts,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&w=1000&q=80,available,false,1375,1800
PACK-0097,EST-020,Pack de pan artesano,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,bakery,1650,578,9,8,11,13,18:30,20:00,,gluten|milk|egg,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=1000&q=80,available,false,500,1980
PACK-0098,EST-020,Platos listos para disfrutar,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,prepared_food,1775,710,10,0,12,14,19:00,21:00,,gluten|soy,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=1000&q=80,sold_out,false,625,2160
PACK-0099,EST-020,Caja verde de aprovechamiento,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,produce,1900,855,4,3,-22,-20,18:30,20:00,vegan|vegetarian|gluten_free,,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=1000&q=80,expired,false,750,2340
PACK-0100,EST-020,Desayuno completo,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,breakfast,900,450,5,4,-23,-21,19:00,21:00,,gluten|milk,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?auto=format&fit=crop&w=1000&q=80,expired,false,875,2520
PACK-0101,EST-021,Sabores veganos del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,vegan,1025,359,6,5,1,3,19:00,21:00,vegan|vegetarian,nuts|soy,https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=1000&q=80,available,false,1000,900
PACK-0102,EST-021,Lote ahorro del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,mixed,1150,460,7,6,2,4,18:30,20:00,,gluten|milk|nuts,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&w=1000&q=80,available,false,1125,1080
PACK-0103,EST-021,Pack de pan artesano,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,bakery,1275,574,8,0,3,5,19:00,21:00,,gluten|milk|egg,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=1000&q=80,sold_out,false,1250,1260
PACK-0104,EST-021,Platos listos para disfrutar,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,prepared_food,1400,700,9,8,-27,-25,18:30,20:00,,gluten|soy,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=1000&q=80,expired,false,1375,1440
PACK-0105,EST-021,Caja verde de aprovechamiento,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,produce,1525,534,10,9,-28,-26,19:00,21:00,vegan|vegetarian|gluten_free,,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=1000&q=80,expired,false,500,1620
PACK-0106,EST-022,Desayuno completo,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,breakfast,1650,660,4,3,6,8,19:00,21:00,,gluten|milk,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?auto=format&fit=crop&w=1000&q=80,available,true,625,1800
PACK-0107,EST-022,Sabores veganos del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,vegan,1775,799,5,4,7,9,18:30,20:00,vegan|vegetarian,nuts|soy,https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=1000&q=80,available,false,750,1980
PACK-0108,EST-022,Lote ahorro del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,mixed,1900,950,6,0,8,10,19:00,21:00,,gluten|milk|nuts,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&w=1000&q=80,sold_out,false,875,2160
PACK-0109,EST-022,Pack de pan artesano,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,bakery,900,315,7,6,-32,-30,18:30,20:00,,gluten|milk|egg,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=1000&q=80,expired,false,1000,2340
PACK-0110,EST-022,Platos listos para disfrutar,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,prepared_food,1025,410,8,7,-33,-31,19:00,21:00,,gluten|soy,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=1000&q=80,expired,false,1125,2520
PACK-0111,EST-023,Caja verde de aprovechamiento,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,produce,1150,518,9,8,11,13,19:00,21:00,vegan|vegetarian|gluten_free,,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=1000&q=80,available,false,1250,900
PACK-0112,EST-023,Desayuno completo,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,breakfast,1275,638,10,9,12,14,18:30,20:00,,gluten|milk,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?auto=format&fit=crop&w=1000&q=80,available,false,1375,1080
PACK-0113,EST-023,Sabores veganos del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,vegan,1400,490,4,0,-1,1,19:00,21:00,vegan|vegetarian,nuts|soy,https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=1000&q=80,sold_out,false,500,1260
PACK-0114,EST-023,Lote ahorro del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,mixed,1525,610,5,4,-37,-35,18:30,20:00,,gluten|milk|nuts,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&w=1000&q=80,expired,false,625,1440
PACK-0115,EST-023,Pack de pan artesano,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,bakery,1650,742,6,5,-38,-36,19:00,21:00,,gluten|milk|egg,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=1000&q=80,expired,false,750,1620
PACK-0116,EST-024,Platos listos para disfrutar,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,prepared_food,1775,888,7,6,2,4,19:00,21:00,,gluten|soy,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=1000&q=80,available,false,875,1800
PACK-0117,EST-024,Caja verde de aprovechamiento,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,produce,1900,665,8,7,3,5,18:30,20:00,vegan|vegetarian|gluten_free,,https://images.unsplash.com/photo-1547592180-85f173990554?auto=format&fit=crop&w=1000&q=80,available,false,1000,1980
PACK-0118,EST-024,Desayuno completo,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,breakfast,900,360,9,0,4,6,19:00,21:00,,gluten|milk,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?auto=format&fit=crop&w=1000&q=80,sold_out,false,1125,2160
PACK-0119,EST-024,Sabores veganos del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,vegan,1025,461,10,9,-42,-40,18:30,20:00,vegan|vegetarian,nuts|soy,https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=1000&q=80,expired,false,1250,2340
PACK-0120,EST-024,Lote ahorro del día,Una selección sorpresa preparada con excedentes del día. El contenido puede variar según disponibilidad.,mixed,1150,575,4,3,-43,-41,19:00,21:00,,gluten|milk|nuts,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?auto=format&fit=crop&w=1000&q=80,expired,false,1375,2520
